"id","nombre_formateado","popularidad_categoria","velocidad_categoria","eficiencia","fecha_procesamiento"
"476","rust","Poco Usado","Lento",607,"2025-03-20T00:00:00.000Z"
"477","php","Moderado","Lento",2009,"2025-03-20T00:00:00.000Z"
"478","r","Moderado","Rápido",3383.5,"2025-03-20T00:00:00.000Z"
"479","f#","Muy Popular","Lento",3808,"2025-03-20T00:00:00.000Z"
"480","objective-c","Muy Popular","Muy Rápido",3945.5,"2025-03-20T00:00:00.000Z"
"481","r","Poco Usado","Muy Rápido",992,"2025-03-20T00:00:00.000Z"
"482","kotlin","Poco Usado","Lento",657,"2025-03-20T00:00:00.000Z"
"483","r","Muy Popular","Lento",4912.5,"2025-03-20T00:00:00.000Z"
"484","f#","Muy Popular","Lento",4560,"2025-03-20T00:00:00.000Z"
"485","typescript","Moderado","Lento",3167,"2025-03-20T00:00:00.000Z"
"486","c++","Moderado","Lento",1617.5,"2025-03-20T00:00:00.000Z"
"487","javascript","Poco Usado","Lento",96,"2025-03-20T00:00:00.000Z"
"488","f#","Poco Usado","Lento",1217,"2025-03-20T00:00:00.000Z"
"489","go","Muy Popular","Lento",4756,"2025-03-20T00:00:00.000Z"
"490","scala","Muy Popular","Lento",4266,"2025-03-20T00:00:00.000Z"
"491","swift","Moderado","Muy Rápido",2939.5,"2025-03-20T00:00:00.000Z"
"492","c#","Moderado","Rápido",1679,"2025-03-20T00:00:00.000Z"
"493","f#","Poco Usado","Lento",1010,"2025-03-20T00:00:00.000Z"
"494","objective-c","Poco Usado","Rápido",129.5,"2025-03-20T00:00:00.000Z"
"495","swift","Moderado","Lento",207.5,"2025-03-20T00:00:00.000Z"
"496","dart","Moderado","Lento",2866.5,"2025-03-20T00:00:00.000Z"
"497","objective-c","Moderado","Rápido",2973.5,"2025-03-20T00:00:00.000Z"
"498","c#","Poco Usado","Lento",766.5,"2025-03-20T00:00:00.000Z"
"499","r","Muy Popular","Muy Rápido",3892.5,"2025-03-20T00:00:00.000Z"
"500","c++","Moderado","Muy Rápido",3447,"2025-03-20T00:00:00.000Z"
"501","c#","Moderado","Rápido",2277.5,"2025-03-20T00:00:00.000Z"
"502","go","Muy Popular","Lento",464,"2025-03-20T00:00:00.000Z"
"503","objective-c","Poco Usado","Rápido",675.5,"2025-03-20T00:00:00.000Z"
"504","c++","Poco Usado","Lento",862.5,"2025-03-20T00:00:00.000Z"
"505","perl","Poco Usado","Muy Rápido",1440,"2025-03-20T00:00:00.000Z"
"506","ruby","Poco Usado","Lento",610,"2025-03-20T00:00:00.000Z"
"507","java","Poco Usado","Lento",609,"2025-03-20T00:00:00.000Z"
"508","go","Muy Popular","Lento",4155.5,"2025-03-20T00:00:00.000Z"
"509","objective-c","Moderado","Muy Rápido",16550,"2025-03-20T00:00:00.000Z"
"510","java","Moderado","Lento",351.5,"2025-03-20T00:00:00.000Z"
"511","ruby","Muy Popular","Rápido",4921.5,"2025-03-20T00:00:00.000Z"
"512","php","Muy Popular","Lento",356.5,"2025-03-20T00:00:00.000Z"
"513","swift","Muy Popular","Rápido",3977,"2025-03-20T00:00:00.000Z"
"514","r","Poco Usado","Lento",12.5,"2025-03-20T00:00:00.000Z"
"515","f#","Muy Popular","Rápido",3833,"2025-03-20T00:00:00.000Z"
"516","rust","Muy Popular","Muy Rápido",3849.5,"2025-03-20T00:00:00.000Z"
"517","php","Muy Popular","Lento",4910.5,"2025-03-20T00:00:00.000Z"
"518","scala","Muy Popular","Lento",4108,"2025-03-20T00:00:00.000Z"
"519","c++","Moderado","Muy Rápido",3039,"2025-03-20T00:00:00.000Z"
"520","python","Moderado","Muy Rápido",1987.5,"2025-03-20T00:00:00.000Z"
"521","ruby","Moderado","Lento",3219,"2025-03-20T00:00:00.000Z"
"522","php","Poco Usado","Rápido",679,"2025-03-20T00:00:00.000Z"
"523","java","Muy Popular","Lento",4805,"2025-03-20T00:00:00.000Z"
"524","c++","Moderado","Muy Rápido",3445,"2025-03-20T00:00:00.000Z"
"525","haskell","Poco Usado","Lento",757,"2025-03-20T00:00:00.000Z"
"526","php","Moderado","Lento",2066.5,"2025-03-20T00:00:00.000Z"
"527","objective-c","Muy Popular","Muy Rápido",4592.5,"2025-03-20T00:00:00.000Z"
"528","python","Moderado","Muy Rápido",1942.5,"2025-03-20T00:00:00.000Z"
"529","rust","Muy Popular","Rápido",4728,"2025-03-20T00:00:00.000Z"
"530","rust","Poco Usado","Lento",38,"2025-03-20T00:00:00.000Z"
"531","perl","Moderado","Rápido",3274.5,"2025-03-20T00:00:00.000Z"
"532","lua","Moderado","Muy Rápido",2991.5,"2025-03-20T00:00:00.000Z"
"533","r","Muy Popular","Rápido",4981.5,"2025-03-20T00:00:00.000Z"
"534","typescript","Poco Usado","Lento",95.5,"2025-03-20T00:00:00.000Z"
"535","python","Muy Popular","Rápido",3770.5,"2025-03-20T00:00:00.000Z"
"536","ruby","Poco Usado","Lento",955,"2025-03-20T00:00:00.000Z"
"537","kotlin","Moderado","Lento",2117.5,"2025-03-20T00:00:00.000Z"
"538","c++","Moderado","Rápido",1920.5,"2025-03-20T00:00:00.000Z"
"539","perl","Muy Popular","Rápido",4634.5,"2025-03-20T00:00:00.000Z"
"540","python","Moderado","Rápido",1534.5,"2025-03-20T00:00:00.000Z"
"541","haskell","Moderado","Lento",1714.5,"2025-03-20T00:00:00.000Z"
"542","rust","Muy Popular","Lento",4557,"2025-03-20T00:00:00.000Z"
"543","lua","Moderado","Muy Rápido",2244,"2025-03-20T00:00:00.000Z"
"544","ruby","Poco Usado","Lento",17.5,"2025-03-20T00:00:00.000Z"
"545","dart","Poco Usado","Rápido",979,"2025-03-20T00:00:00.000Z"
"546","rust","Poco Usado","Lento",1068,"2025-03-20T00:00:00.000Z"
"547","ruby","Poco Usado","Muy Rápido",988.5,"2025-03-20T00:00:00.000Z"
"548","c#","Muy Popular","Rápido",4521.5,"2025-03-20T00:00:00.000Z"
"549","go","Moderado","Lento",206,"2025-03-20T00:00:00.000Z"
"550","go","Poco Usado","Lento",54.5,"2025-03-20T00:00:00.000Z"
"551","typescript","Poco Usado","Muy Rápido",1238,"2025-03-20T00:00:00.000Z"
"552","r","Moderado","Muy Rápido",2487,"2025-03-20T00:00:00.000Z"
"553","objective-c","Moderado","Muy Rápido",2641.5,"2025-03-20T00:00:00.000Z"
"554","objective-c","Muy Popular","Rápido",4632.5,"2025-03-20T00:00:00.000Z"
"555","scala","Muy Popular","Lento",356.5,"2025-03-20T00:00:00.000Z"
"556","r","Poco Usado","Rápido",1376,"2025-03-20T00:00:00.000Z"
"557","r","Moderado","Lento",2159.5,"2025-03-20T00:00:00.000Z"
"558","objective-c","Moderado","Rápido",3125.5,"2025-03-20T00:00:00.000Z"
"559","haskell","Muy Popular","Muy Rápido",5035.5,"2025-03-20T00:00:00.000Z"
"560","javascript","Poco Usado","Lento",1207.5,"2025-03-20T00:00:00.000Z"
"561","typescript","Moderado","Lento",2663,"2025-03-20T00:00:00.000Z"
"562","lua","Moderado","Lento",196,"2025-03-20T00:00:00.000Z"
"563","haskell","Moderado","Lento",1710.5,"2025-03-20T00:00:00.000Z"
"564","scala","Muy Popular","Lento",3568.5,"2025-03-20T00:00:00.000Z"
"565","lua","Muy Popular","Lento",424,"2025-03-20T00:00:00.000Z"
"566","java","Moderado","Rápido",2932.5,"2025-03-20T00:00:00.000Z"
"567","haskell","Moderado","Rápido",1976.5,"2025-03-20T00:00:00.000Z"
"568","c#","Moderado","Muy Rápido",1946.5,"2025-03-20T00:00:00.000Z"
"569","haskell","Moderado","Muy Rápido",3343.5,"2025-03-20T00:00:00.000Z"
"570","ruby","Moderado","Lento",2060.5,"2025-03-20T00:00:00.000Z"
"571","kotlin","Moderado","Rápido",3125.5,"2025-03-20T00:00:00.000Z"
"572","dart","Muy Popular","Rápido",4135,"2025-03-20T00:00:00.000Z"
"573","php","Moderado","Lento",334,"2025-03-20T00:00:00.000Z"
"574","javascript","Muy Popular","Rápido",4120.5,"2025-03-20T00:00:00.000Z"
"575","swift","Moderado","Lento",2110.5,"2025-03-20T00:00:00.000Z"
"576","c++","Moderado","Muy Rápido",2945,"2025-03-20T00:00:00.000Z"
"577","java","Moderado","Lento",2760,"2025-03-20T00:00:00.000Z"
"578","javascript","Poco Usado","Rápido",325,"2025-03-20T00:00:00.000Z"
"579","ruby","Muy Popular","Lento",4719.5,"2025-03-20T00:00:00.000Z"
"580","r","Moderado","Lento",3010,"2025-03-20T00:00:00.000Z"
"581","swift","Poco Usado","Lento",610,"2025-03-20T00:00:00.000Z"
"582","rust","Poco Usado","Rápido",826,"2025-03-20T00:00:00.000Z"
"583","haskell","Moderado","Lento",2505,"2025-03-20T00:00:00.000Z"
"584","rust","Moderado","Rápido",3177.5,"2025-03-20T00:00:00.000Z"
"585","c++","Moderado","Muy Rápido",2036,"2025-03-20T00:00:00.000Z"
"586","python","Poco Usado","Muy Rápido",1497.5,"2025-03-20T00:00:00.000Z"
"587","ruby","Moderado","Muy Rápido",2642.5,"2025-03-20T00:00:00.000Z"
"588","perl","Poco Usado","Lento",32,"2025-03-20T00:00:00.000Z"
"589","swift","Moderado","Lento",2310.5,"2025-03-20T00:00:00.000Z"
"590","typescript","Moderado","Rápido",2771,"2025-03-20T00:00:00.000Z"
"591","f#","Poco Usado","Lento",761,"2025-03-20T00:00:00.000Z"
"592","c#","Poco Usado","Muy Rápido",840,"2025-03-20T00:00:00.000Z"
"593","c++","Muy Popular","Rápido",3975,"2025-03-20T00:00:00.000Z"
"594","f#","Moderado","Lento",2310,"2025-03-20T00:00:00.000Z"
"595","python","Moderado","Lento",3417.5,"2025-03-20T00:00:00.000Z"
"596","swift","Muy Popular","Rápido",4621,"2025-03-20T00:00:00.000Z"
"597","lua","Muy Popular","Rápido",4273.5,"2025-03-20T00:00:00.000Z"
"598","c#","Moderado","Muy Rápido",2690,"2025-03-20T00:00:00.000Z"
"599","java","Muy Popular","Lento",3719,"2025-03-20T00:00:00.000Z"
"600","haskell","Moderado","Muy Rápido",2296.5,"2025-03-20T00:00:00.000Z"
"601","lua","Moderado","Lento",3068.5,"2025-03-20T00:00:00.000Z"
"602","kotlin","Poco Usado","Muy Rápido",637,"2025-03-20T00:00:00.000Z"
"603","ruby","Moderado","Lento",3208,"2025-03-20T00:00:00.000Z"
"604","python","Moderado","Lento",2419.5,"2025-03-20T00:00:00.000Z"
"605","kotlin","Muy Popular","Lento",3560.5,"2025-03-20T00:00:00.000Z"
"606","c#","Moderado","Rápido",2075.5,"2025-03-20T00:00:00.000Z"
"607","scala","Poco Usado","Lento",869,"2025-03-20T00:00:00.000Z"
"608","scala","Poco Usado","Rápido",1370,"2025-03-20T00:00:00.000Z"
"609","c#","Poco Usado","Muy Rápido",1491.5,"2025-03-20T00:00:00.000Z"
"610","swift","Muy Popular","Lento",4510.5,"2025-03-20T00:00:00.000Z"
"611","scala","Muy Popular","Rápido",4132.5,"2025-03-20T00:00:00.000Z"
"612","dart","Moderado","Rápido",1678,"2025-03-20T00:00:00.000Z"
"613","python","Poco Usado","Muy Rápido",944.5,"2025-03-20T00:00:00.000Z"
"614","lua","Muy Popular","Lento",3566.5,"2025-03-20T00:00:00.000Z"
"615","c#","Poco Usado","Rápido",1371.5,"2025-03-20T00:00:00.000Z"
"616","scala","Poco Usado","Lento",11.5,"2025-03-20T00:00:00.000Z"
"617","javascript","Moderado","Rápido",2084,"2025-03-20T00:00:00.000Z"
"618","kotlin","Muy Popular","Muy Rápido",4889.5,"2025-03-20T00:00:00.000Z"
"619","lua","Poco Usado","Lento",57,"2025-03-20T00:00:00.000Z"
"620","r","Moderado","Lento",1609,"2025-03-20T00:00:00.000Z"
"621","dart","Poco Usado","Muy Rápido",1040,"2025-03-20T00:00:00.000Z"
"622","rust","Moderado","Muy Rápido",2747,"2025-03-20T00:00:00.000Z"
"623","go","Muy Popular","Muy Rápido",4240,"2025-03-20T00:00:00.000Z"
"624","c++","Poco Usado","Muy Rápido",1439.5,"2025-03-20T00:00:00.000Z"
"625","perl","Muy Popular","Rápido",4183,"2025-03-20T00:00:00.000Z"
"626","kotlin","Muy Popular","Lento",4105.5,"2025-03-20T00:00:00.000Z"
"627","python","Moderado","Rápido",1685,"2025-03-20T00:00:00.000Z"
"628","c#","Moderado","Muy Rápido",2640,"2025-03-20T00:00:00.000Z"
"629","perl","Moderado","Lento",284.5,"2025-03-20T00:00:00.000Z"
"630","swift","Poco Usado","Muy Rápido",1142,"2025-03-20T00:00:00.000Z"
"631","javascript","Moderado","Lento",2567,"2025-03-20T00:00:00.000Z"
"632","perl","Moderado","Muy Rápido",3198.5,"2025-03-20T00:00:00.000Z"
"633","kotlin","Moderado","Lento",1511.5,"2025-03-20T00:00:00.000Z"
"634","php","Moderado","Muy Rápido",2241.5,"2025-03-20T00:00:00.000Z"
"635","c++","Moderado","Muy Rápido",3386.5,"2025-03-20T00:00:00.000Z"
"636","javascript","Moderado","Muy Rápido",1694,"2025-03-20T00:00:00.000Z"
"637","c++","Muy Popular","Muy Rápido",3593.5,"2025-03-20T00:00:00.000Z"
"638","ruby","Poco Usado","Lento",88.5,"2025-03-20T00:00:00.000Z"
"639","kotlin","Poco Usado","Lento",306.5,"2025-03-20T00:00:00.000Z"
"640","f#","Moderado","Muy Rápido",1796,"2025-03-20T00:00:00.000Z"
"641","r","Moderado","Muy Rápido",2539,"2025-03-20T00:00:00.000Z"
"642","dart","Muy Popular","Muy Rápido",4345,"2025-03-20T00:00:00.000Z"
"643","javascript","Moderado","Lento",3019.5,"2025-03-20T00:00:00.000Z"
"644","f#","Poco Usado","Lento",964.5,"2025-03-20T00:00:00.000Z"
"645","javascript","Moderado","Muy Rápido",1940,"2025-03-20T00:00:00.000Z"
"646","php","Poco Usado","Rápido",83,"2025-03-20T00:00:00.000Z"
"647","javascript","Poco Usado","Rápido",120,"2025-03-20T00:00:00.000Z"
"648","python","Moderado","Lento",2007,"2025-03-20T00:00:00.000Z"
"649","objective-c","Moderado","Lento",2619.5,"2025-03-20T00:00:00.000Z"
"650","r","Poco Usado","Muy Rápido",392.5,"2025-03-20T00:00:00.000Z"
"651","c++","Poco Usado","Lento",26,"2025-03-20T00:00:00.000Z"
"652","php","Moderado","Rápido",2376,"2025-03-20T00:00:00.000Z"
"653","php","Muy Popular","Lento",4364.5,"2025-03-20T00:00:00.000Z"
"654","f#","Muy Popular","Rápido",3620.5,"2025-03-20T00:00:00.000Z"
"655","dart","Muy Popular","Rápido",4233,"2025-03-20T00:00:00.000Z"
"656","swift","Muy Popular","Muy Rápido",3795,"2025-03-20T00:00:00.000Z"
"657","haskell","Moderado","Rápido",3525,"2025-03-20T00:00:00.000Z"
"658","typescript","Poco Usado","Lento",46.5,"2025-03-20T00:00:00.000Z"
"659","c++","Muy Popular","Rápido",4180.5,"2025-03-20T00:00:00.000Z"
"660","typescript","Moderado","Rápido",3028,"2025-03-20T00:00:00.000Z"
"661","objective-c","Moderado","Lento",3361.5,"2025-03-20T00:00:00.000Z"
"662","c++","Poco Usado","Lento",1462,"2025-03-20T00:00:00.000Z"
"663","dart","Moderado","Lento",333.5,"2025-03-20T00:00:00.000Z"
"664","objective-c","Muy Popular","Rápido",4774.5,"2025-03-20T00:00:00.000Z"
"665","scala","Moderado","Rápido",3328.5,"2025-03-20T00:00:00.000Z"
"666","c++","Moderado","Lento",3063,"2025-03-20T00:00:00.000Z"
"667","go","Muy Popular","Lento",479,"2025-03-20T00:00:00.000Z"
"668","ruby","Moderado","Rápido",2126.5,"2025-03-20T00:00:00.000Z"
"669","swift","Moderado","Rápido",2180,"2025-03-20T00:00:00.000Z"
"670","perl","Muy Popular","Lento",4117.5,"2025-03-20T00:00:00.000Z"
"671","haskell","Muy Popular","Lento",4056,"2025-03-20T00:00:00.000Z"
"672","kotlin","Muy Popular","Lento",453,"2025-03-20T00:00:00.000Z"
"673","rust","Poco Usado","Rápido",932.5,"2025-03-20T00:00:00.000Z"
"674","perl","Moderado","Muy Rápido",2287.5,"2025-03-20T00:00:00.000Z"
"675","typescript","Moderado","Muy Rápido",2988.5,"2025-03-20T00:00:00.000Z"
"676","swift","Muy Popular","Lento",3819.5,"2025-03-20T00:00:00.000Z"
"677","rust","Moderado","Lento",1969,"2025-03-20T00:00:00.000Z"
"678","javascript","Muy Popular","Muy Rápido",3685.5,"2025-03-20T00:00:00.000Z"
"679","dart","Muy Popular","Rápido",4026.5,"2025-03-20T00:00:00.000Z"
"680","f#","Moderado","Muy Rápido",2594.5,"2025-03-20T00:00:00.000Z"
"681","dart","Moderado","Muy Rápido",3448.5,"2025-03-20T00:00:00.000Z"
"682","javascript","Muy Popular","Lento",4406.5,"2025-03-20T00:00:00.000Z"
"683","perl","Moderado","Rápido",2170,"2025-03-20T00:00:00.000Z"
"684","ruby","Moderado","Muy Rápido",1695.5,"2025-03-20T00:00:00.000Z"
"685","perl","Poco Usado","Muy Rápido",399,"2025-03-20T00:00:00.000Z"
"686","lua","Moderado","Lento",2015,"2025-03-20T00:00:00.000Z"
"687","c#","Moderado","Lento",2512,"2025-03-20T00:00:00.000Z"
"688","rust","Muy Popular","Lento",3765,"2025-03-20T00:00:00.000Z"
"689","java","Poco Usado","Lento",969.5,"2025-03-20T00:00:00.000Z"
"690","f#","Poco Usado","Muy Rápido",1486.5,"2025-03-20T00:00:00.000Z"
"691","rust","Moderado","Lento",2717.5,"2025-03-20T00:00:00.000Z"
"692","swift","Muy Popular","Lento",4269,"2025-03-20T00:00:00.000Z"
"693","r","Poco Usado","Rápido",777,"2025-03-20T00:00:00.000Z"
"694","scala","Poco Usado","Muy Rápido",1144.5,"2025-03-20T00:00:00.000Z"
"695","dart","Moderado","Rápido",2125.5,"2025-03-20T00:00:00.000Z"
"696","java","Poco Usado","Lento",559,"2025-03-20T00:00:00.000Z"
"697","python","Muy Popular","Rápido",3779.5,"2025-03-20T00:00:00.000Z"
"698","haskell","Moderado","Lento",2512,"2025-03-20T00:00:00.000Z"
"699","c#","Muy Popular","Rápido",4526,"2025-03-20T00:00:00.000Z"
"700","java","Muy Popular","Rápido",3723,"2025-03-20T00:00:00.000Z"
"701","rust","Poco Usado","Muy Rápido",343.5,"2025-03-20T00:00:00.000Z"
"702","ruby","Poco Usado","Rápido",1425,"2025-03-20T00:00:00.000Z"
"703","perl","Moderado","Muy Rápido",2387.5,"2025-03-20T00:00:00.000Z"
"704","go","Muy Popular","Lento",398.5,"2025-03-20T00:00:00.000Z"
"705","r","Muy Popular","Rápido",4272.5,"2025-03-20T00:00:00.000Z"
"706","c++","Moderado","Rápido",2077.5,"2025-03-20T00:00:00.000Z"
"707","javascript","Moderado","Muy Rápido",3548,"2025-03-20T00:00:00.000Z"
"708","c++","Poco Usado","Rápido",1077,"2025-03-20T00:00:00.000Z"
"709","rust","Moderado","Lento",2212,"2025-03-20T00:00:00.000Z"
"710","javascript","Poco Usado","Rápido",123,"2025-03-20T00:00:00.000Z"
"711","r","Muy Popular","Muy Rápido",4899,"2025-03-20T00:00:00.000Z"
"712","r","Muy Popular","Lento",3913.5,"2025-03-20T00:00:00.000Z"
"713","go","Moderado","Rápido",3129.5,"2025-03-20T00:00:00.000Z"
"714","typescript","Poco Usado","Rápido",534,"2025-03-20T00:00:00.000Z"
"715","typescript","Poco Usado","Muy Rápido",1397,"2025-03-20T00:00:00.000Z"
"716","objective-c","Moderado","Rápido",2481.5,"2025-03-20T00:00:00.000Z"
"717","php","Moderado","Rápido",1921,"2025-03-20T00:00:00.000Z"
"718","go","Poco Usado","Lento",1159,"2025-03-20T00:00:00.000Z"
"719","swift","Muy Popular","Muy Rápido",3846,"2025-03-20T00:00:00.000Z"
"720","go","Moderado","Muy Rápido",2149.5,"2025-03-20T00:00:00.000Z"
"1250","r","Moderado","Rápido",2830.5,"2025-03-20T00:00:00.000Z"
"721","swift","Poco Usado","Muy Rápido",237.5,"2025-03-20T00:00:00.000Z"
"722","swift","Moderado","Muy Rápido",2347,"2025-03-20T00:00:00.000Z"
"723","haskell","Moderado","Lento",227.5,"2025-03-20T00:00:00.000Z"
"724","c#","Moderado","Lento",1517,"2025-03-20T00:00:00.000Z"
"725","f#","Poco Usado","Rápido",980.5,"2025-03-20T00:00:00.000Z"
"726","perl","Muy Popular","Lento",4665.5,"2025-03-20T00:00:00.000Z"
"727","rust","Muy Popular","Lento",3859,"2025-03-20T00:00:00.000Z"
"728","perl","Moderado","Lento",2819.5,"2025-03-20T00:00:00.000Z"
"729","php","Poco Usado","Muy Rápido",1144.5,"2025-03-20T00:00:00.000Z"
"730","python","Poco Usado","Lento",102,"2025-03-20T00:00:00.000Z"
"731","php","Moderado","Rápido",1623,"2025-03-20T00:00:00.000Z"
"732","php","Poco Usado","Rápido",678,"2025-03-20T00:00:00.000Z"
"733","dart","Muy Popular","Rápido",4027,"2025-03-20T00:00:00.000Z"
"734","dart","Muy Popular","Rápido",4421.5,"2025-03-20T00:00:00.000Z"
"735","perl","Poco Usado","Rápido",1375,"2025-03-20T00:00:00.000Z"
"736","kotlin","Moderado","Lento",2359.5,"2025-03-20T00:00:00.000Z"
"737","c#","Moderado","Rápido",1571,"2025-03-20T00:00:00.000Z"
"738","typescript","Muy Popular","Lento",3868,"2025-03-20T00:00:00.000Z"
"739","ruby","Moderado","Muy Rápido",3245.5,"2025-03-20T00:00:00.000Z"
"740","swift","Muy Popular","Muy Rápido",4998.5,"2025-03-20T00:00:00.000Z"
"741","java","Moderado","Rápido",2178,"2025-03-20T00:00:00.000Z"
"742","typescript","Poco Usado","Rápido",571.5,"2025-03-20T00:00:00.000Z"
"743","php","Muy Popular","Lento",4468,"2025-03-20T00:00:00.000Z"
"744","dart","Moderado","Rápido",1983,"2025-03-20T00:00:00.000Z"
"745","php","Moderado","Muy Rápido",2247.5,"2025-03-20T00:00:00.000Z"
"746","objective-c","Muy Popular","Muy Rápido",4449.5,"2025-03-20T00:00:00.000Z"
"747","f#","Poco Usado","Rápido",774.5,"2025-03-20T00:00:00.000Z"
"748","java","Moderado","Muy Rápido",2691,"2025-03-20T00:00:00.000Z"
"749","haskell","Moderado","Lento",2413.5,"2025-03-20T00:00:00.000Z"
"750","perl","Moderado","Muy Rápido",3344.5,"2025-03-20T00:00:00.000Z"
"751","c#","Moderado","Muy Rápido",1692,"2025-03-20T00:00:00.000Z"
"752","python","Muy Popular","Rápido",3623.5,"2025-03-20T00:00:00.000Z"
"753","go","Poco Usado","Muy Rápido",1237.5,"2025-03-20T00:00:00.000Z"
"754","c++","Poco Usado","Muy Rápido",396.5,"2025-03-20T00:00:00.000Z"
"755","scala","Moderado","Lento",2066.5,"2025-03-20T00:00:00.000Z"
"756","go","Poco Usado","Lento",35.5,"2025-03-20T00:00:00.000Z"
"757","c++","Poco Usado","Lento",1168,"2025-03-20T00:00:00.000Z"
"758","php","Poco Usado","Muy Rápido",995.5,"2025-03-20T00:00:00.000Z"
"759","typescript","Poco Usado","Lento",1108,"2025-03-20T00:00:00.000Z"
"760","scala","Moderado","Lento",3113.5,"2025-03-20T00:00:00.000Z"
"761","swift","Poco Usado","Rápido",1177,"2025-03-20T00:00:00.000Z"
"762","f#","Poco Usado","Lento",717.5,"2025-03-20T00:00:00.000Z"
"763","scala","Poco Usado","Muy Rápido",296,"2025-03-20T00:00:00.000Z"
"764","lua","Muy Popular","Rápido",4373,"2025-03-20T00:00:00.000Z"
"765","kotlin","Muy Popular","Rápido",4327.5,"2025-03-20T00:00:00.000Z"
"766","swift","Poco Usado","Lento",1261,"2025-03-20T00:00:00.000Z"
"767","f#","Poco Usado","Lento",769.5,"2025-03-20T00:00:00.000Z"
"768","f#","Moderado","Muy Rápido",2489,"2025-03-20T00:00:00.000Z"
"769","c#","Moderado","Muy Rápido",1649,"2025-03-20T00:00:00.000Z"
"770","php","Moderado","Lento",1856,"2025-03-20T00:00:00.000Z"
"771","dart","Muy Popular","Lento",4913,"2025-03-20T00:00:00.000Z"
"772","c++","Muy Popular","Lento",3668.5,"2025-03-20T00:00:00.000Z"
"773","c++","Muy Popular","Lento",4862,"2025-03-20T00:00:00.000Z"
"774","php","Moderado","Lento",2056.5,"2025-03-20T00:00:00.000Z"
"775","java","Poco Usado","Rápido",132,"2025-03-20T00:00:00.000Z"
"776","ruby","Poco Usado","Rápido",421,"2025-03-20T00:00:00.000Z"
"777","javascript","Moderado","Rápido",1932.5,"2025-03-20T00:00:00.000Z"
"778","ruby","Poco Usado","Rápido",1370,"2025-03-20T00:00:00.000Z"
"779","c++","Moderado","Lento",2764.5,"2025-03-20T00:00:00.000Z"
"780","rust","Poco Usado","Muy Rápido",1337.5,"2025-03-20T00:00:00.000Z"
"781","typescript","Poco Usado","Lento",64,"2025-03-20T00:00:00.000Z"
"782","java","Poco Usado","Rápido",776.5,"2025-03-20T00:00:00.000Z"
"783","rust","Muy Popular","Rápido",3682.5,"2025-03-20T00:00:00.000Z"
"784","objective-c","Muy Popular","Muy Rápido",4189,"2025-03-20T00:00:00.000Z"
"785","swift","Poco Usado","Muy Rápido",188.5,"2025-03-20T00:00:00.000Z"
"786","ruby","Poco Usado","Muy Rápido",144.5,"2025-03-20T00:00:00.000Z"
"787","dart","Moderado","Lento",3462.5,"2025-03-20T00:00:00.000Z"
"788","swift","Muy Popular","Muy Rápido",3940.5,"2025-03-20T00:00:00.000Z"
"789","swift","Moderado","Rápido",1682.5,"2025-03-20T00:00:00.000Z"
"790","c#","Poco Usado","Lento",42,"2025-03-20T00:00:00.000Z"
"791","typescript","Muy Popular","Rápido",4181.5,"2025-03-20T00:00:00.000Z"
"792","ruby","Moderado","Muy Rápido",3485.5,"2025-03-20T00:00:00.000Z"
"793","perl","Muy Popular","Lento",4712.5,"2025-03-20T00:00:00.000Z"
"794","lua","Muy Popular","Lento",395.5,"2025-03-20T00:00:00.000Z"
"795","f#","Moderado","Muy Rápido",3439,"2025-03-20T00:00:00.000Z"
"796","ruby","Muy Popular","Muy Rápido",3743.5,"2025-03-20T00:00:00.000Z"
"797","python","Moderado","Rápido",1582.5,"2025-03-20T00:00:00.000Z"
"798","scala","Moderado","Rápido",1584.5,"2025-03-20T00:00:00.000Z"
"799","swift","Muy Popular","Muy Rápido",3838.5,"2025-03-20T00:00:00.000Z"
"800","java","Poco Usado","Muy Rápido",1036.5,"2025-03-20T00:00:00.000Z"
"801","perl","Poco Usado","Lento",107.5,"2025-03-20T00:00:00.000Z"
"802","r","Poco Usado","Rápido",384.5,"2025-03-20T00:00:00.000Z"
"803","ruby","Muy Popular","Muy Rápido",4549,"2025-03-20T00:00:00.000Z"
"804","perl","Moderado","Rápido",1670.5,"2025-03-20T00:00:00.000Z"
"805","swift","Moderado","Muy Rápido",2498,"2025-03-20T00:00:00.000Z"
"806","java","Poco Usado","Lento",862,"2025-03-20T00:00:00.000Z"
"807","go","Poco Usado","Rápido",1324.5,"2025-03-20T00:00:00.000Z"
"808","lua","Poco Usado","Rápido",122.5,"2025-03-20T00:00:00.000Z"
"809","objective-c","Poco Usado","Muy Rápido",696,"2025-03-20T00:00:00.000Z"
"810","go","Poco Usado","Rápido",177,"2025-03-20T00:00:00.000Z"
"811","javascript","Poco Usado","Rápido",826,"2025-03-20T00:00:00.000Z"
"812","scala","Muy Popular","Rápido",3984.5,"2025-03-20T00:00:00.000Z"
"813","r","Moderado","Lento",295.5,"2025-03-20T00:00:00.000Z"
"814","python","Poco Usado","Rápido",279,"2025-03-20T00:00:00.000Z"
"815","haskell","Poco Usado","Rápido",1182.5,"2025-03-20T00:00:00.000Z"
"816","scala","Poco Usado","Rápido",1320.5,"2025-03-20T00:00:00.000Z"
"817","rust","Muy Popular","Lento",3559.5,"2025-03-20T00:00:00.000Z"
"818","php","Muy Popular","Rápido",4270,"2025-03-20T00:00:00.000Z"
